address;latitude;longitude;district
город Москва, проспект Мира, дом 31;55.780127;37.632601;Мещанский район
город Москва, проспект Мира, дом 33, корпус 1;55.780319;37.632098;Мещанский район
город Москва, проспект Мира, дом 36, строение 1;55.779246;37.633347;Мещанский район
город Москва, проспект Мира, дом 39, строение 2;55.78116;37.631847;Мещанский район
город Москва, проспект Мира, дом 39А;55.781038;37.632368;Мещанский район
город Москва, проспект Мира, дом 40;55.780233;37.633688;Мещанский район
город Москва, проспект Мира, дом 41, строение 2;55.781615;37.632637;Мещанский район
город Москва, проспект Мира, дом 42;55.780664;37.633769;Мещанский район
город Москва, проспект Мира, дом 45;55.782547;37.633688;Мещанский район
город Москва, проспект Мира, дом 47, строение 1;55.782982;37.63385;Мещанский район
город Москва, проспект Мира, дом 48, строение 6;55.781818;37.634344;Мещанский район
город Москва, проспект Мира, дом 49;55.783494;37.633859;Мещанский район
город Москва, проспект Мира, дом 5, корпус 1;55.774224;37.631927;Мещанский район
город Москва, проспект Мира, дом 54;55.783402;37.635107;Мещанский район
город Москва, проспект Мира, дом 56, строение 2;55.784045;37.635341;Мещанский район
город Москва, проспект Мира, дом 58;55.785422;37.636051;Мещанский район
город Москва, проспект Мира, дом 6;55.773429;37.632682;Мещанский район
город Москва, проспект Мира, дом 61;55.785969;37.63447;Мещанский район
город Москва, проспект Мира, дом 62, строение 1;55.785559;37.635646;Мещанский район
город Москва, проспект Мира, дом 64;55.786116;37.635539;Мещанский район
город Москва, проспект Мира, дом 68, строение 1А;55.787518;37.635826;Мещанский район
город Москва, проспект Мира, дом 68, строение 3;55.78727;37.635817;Мещанский район
город Москва, проспект Мира, дом 7, строение 3;55.775069;37.631272;Мещанский район
город Москва, проспект Мира, дом 70;55.788125;37.635269;Мещанский район
город Москва, проспект Мира, дом 74, строение 1;55.789492;37.635224;Мещанский район
город Москва, проспект Мира, дом 75, строение 1;55.78978;37.634326;Мещанский район
город Москва, проспект Мира, дом 77, корпус 1;55.789942;37.634299;Мещанский район
город Москва, проспект Мира, дом 77, корпус 2;55.789957;37.633733;Мещанский район
город Москва, проспект Мира, дом 78, сооружение 1;55.791263;37.635161;Мещанский район
город Москва, проспект Мира, дом 79;55.79098;37.634182;Мещанский район
город Москва, проспект Мира, дом 79, строение 2;55.791223;37.633832;Мещанский район
город Москва, проспект Мира, дом 91, корпус 1;55.805361;37.635287;Останкинский район
город Москва, проспект Мира, дом 91, корпус 3;55.806894;37.635593;Останкинский район
город Москва, проспект Мира, дом 92, строение 1;55.793186;37.635754;Мещанский район
город Москва, проспект Мира, дом 92, строение 2;55.793232;37.636365;Мещанский район
город Москва, проспект Мира, дом 95, строение 1;55.808002;37.635862;Останкинский район
город Москва, проспект Мира, дом 95, строение 3;55.808235;37.634964;Останкинский район
город Москва, проспект Мира, дом 97;55.80909;37.636338;Останкинский район
город Москва, проспект Мира, дом 99;55.810693;37.63676;Останкинский район
город Москва, Профсоюзная улица, дом 102, строение 1;55.643658;37.526241;район Коньково
город Москва, Профсоюзная улица, дом 103А;55.635533;37.52616;район Коньково
город Москва, Профсоюзная улица, дом 104;55.64192;37.523465;район Коньково
город Москва, Профсоюзная улица, дом 109;55.633013;37.521569;район Коньково
город Москва, Профсоюзная улица, дом 109, корпус 2;55.632901;37.519872;район Коньково
город Москва, Профсоюзная улица, дом 113, корпус 1;55.63131;37.520294;район Коньково
город Москва, Профсоюзная улица, дом 118;55.636311;37.521138;район Коньково
город Москва, Профсоюзная улица, дом 12;55.685437;37.570123;Академический район
город Москва, Профсоюзная улица, дом 122;55.633709;37.518111;район Тёплый Стан
город Москва, Профсоюзная улица, дом 126, корпус 1;55.632672;37.518587;район Тёплый Стан
город Москва, Профсоюзная улица, дом 126, корпус 2;55.631168;37.517383;район Тёплый Стан
город Москва, Профсоюзная улица, дом 126, корпус 3;55.63037;37.516853;район Тёплый Стан
город Москва, Профсоюзная улица, дом 126, строение 7;55.633597;37.518587;район Тёплый Стан
город Москва, Профсоюзная улица, дом 128, корпус 1;55.630985;37.515632;район Тёплый Стан
город Москва, Профсоюзная улица, дом 128, корпус 2;55.630441;37.51529;район Тёплый Стан
город Москва, Профсоюзная улица, дом 128, корпус 3;55.630614;37.514715;район Тёплый Стан
город Москва, Профсоюзная улица, дом 129А;55.61813;37.507484;район Ясенево
город Москва, Профсоюзная улица, дом 13/12;55.680554;37.566467;Академический район
город Москва, Профсоюзная улица, дом 140;55.626904;37.511014;район Тёплый Стан
город Москва, Профсоюзная улица, дом 142, корпус 1, строение 1;55.625486;37.509343;район Тёплый Стан
город Москва, Профсоюзная улица, дом 144;55.624352;37.508292;район Тёплый Стан
город Москва, Профсоюзная улица, дом 146, корпус 1;55.623631;37.507017;район Тёплый Стан
город Москва, Профсоюзная улица, дом 15;55.679514;37.565335;Академический район
город Москва, Профсоюзная улица, дом 152, корпус 2, строение 2;55.622832;37.506262;район Тёплый Стан
город Москва, Профсоюзная улица, дом 16/10;55.684275;37.568938;Академический район
город Москва, Профсоюзная улица, дом 19;55.678458;37.564257;Академический район
город Москва, Профсоюзная улица, дом 2/22;55.687477;37.572378;Академический район
город Москва, Профсоюзная улица, дом 21А;55.675514;37.561284;район Черёмушки
город Москва, Профсоюзная улица, дом 25, корпус 1;55.674006;37.562667;район Черёмушки
город Москва, Профсоюзная улица, дом 25А;55.674331;37.564994;район Черёмушки
город Москва, Профсоюзная улица, дом 27, корпус 1;55.673905;37.559541;район Черёмушки
город Москва, Профсоюзная улица, дом 3;55.685731;37.572396;Академический район
город Москва, Профсоюзная улица, дом 33, строение 1;55.67194;37.557233;район Черёмушки
город Москва, Профсоюзная улица, дом 4;55.687046;37.571857;Академический район
город Москва, Профсоюзная улица, дом 45А;55.666883;37.551879;район Черёмушки
город Москва, Профсоюзная улица, дом 56;55.670021;37.55248;Обручевский район
город Москва, Профсоюзная улица, дом 58, корпус 4;55.669407;37.550504;Обручевский район
город Москва, Профсоюзная улица, дом 58/32, корпус 1;55.669361;37.552337;Обручевский район
город Москва, Профсоюзная улица, дом 61;55.656702;37.5425;район Черёмушки
город Москва, Профсоюзная улица, дом 61А;55.656037;37.541512;район Черёмушки
город Москва, Профсоюзная улица, дом 62, корпус 5;55.668615;37.547117;Обручевский район
город Москва, Профсоюзная улица, дом 64;55.666487;37.547414;Обручевский район
город Москва, Профсоюзная улица, дом 65, корпус 1;55.653136;37.537973;район Коньково
город Москва, Профсоюзная улица, дом 69;55.649063;37.533966;район Коньково
город Москва, Профсоюзная улица, дом 7/12;55.683696;37.56989;Академический район
город Москва, Профсоюзная улица, дом 76;55.66076;37.54356;Обручевский район
город Москва, Профсоюзная улица, дом 83А;55.645258;37.529699;район Коньково
город Москва, Профсоюзная улица, дом 96;55.647468;37.527831;район Коньково
город Москва, Профсоюзная улица, дом 98, корпус 10;55.649886;37.520141;район Коньково
Ленинградский проспект, дом 37, корпус 4;55.793313;37.540533;Хорошёвский район
Ленинградский проспект, дом 39, строение 2;55.79056;37.539877;Хорошёвский район
Ленинский проспект, владение 164;55.644064;37.468775;район Тропарёво-Никулино
